From_ID,To_ID,NearRank,From_Agency,From_Fire_Name,From_Latitude,From_Longitude,From_Hectares__Ha_,From_Stage_of_Control,From_Time_Zone,From_GlobalID,From_Start_Date,To_CUSTODIAN_ORG_DESCRIPTION,To_BUSINESS_CATEGORY_CLASS,To_BUSINESS_CATEGORY_DESCRIPTIO,To_OCCUPANT_TYPE_DESCRIPTION,To_SOURCE_DATA_ID,To_SUPPLIED_SOURCE_ID_IND,To_FACILITY_NAME,To_DESCRIPTION,To_PHYSICAL_ADDRESS,To_MAILING_ADDRESS,To_STREET_ADDRESS,To_POSTAL_CODE,To_LOCALITY,To_CONTACT_PHONE,To_CONTACT_EMAIL,To_CONTACT_FAX,To_WEBSITE_URL,To_IMAGE_URL,To_LATITUDE,To_LONGITUDE,To_KEYWORDS,To_DATE_UPDATED,To_SITE_GEOCODED_IND,To_RESPONDER_FACILITY_TYPE,To_RESPONDER_GROUP_TYPE,To_SE_ANNO_CAD_DATA,Total_Kilometers
121,1931,1,bc,2023-V82787,49.5919,-126.277,425,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-17 15:17,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1568,N,Gold River Vol Fire Dept,,"499 Muchalat Dr, Gold River, BC","499 Muchalat Dr, Gold River, BC",499 Muchalat Dr,,Gold River,,,,,,49.7806033,-126.0475636,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,26.73204759
122,1863,1,bc,2023-G92143,59.1076,-123.319,0.01,BH,PDT,{00000000-0000-0000-0000-000000000000},2023-07-23 1:15,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2047,N,Fort Nelson Fire Dept,,"5404 48th Ave, Fort Nelson, BC","5404 48th Ave, Fort Nelson, BC",5404 48th Ave,,Fort Nelson,,,,,,58.8025448,-122.7093647,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,48.84167141
123,2433,1,bc,2023-R51245,53.8538,-128.594,200,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-08 4:10,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1948,N,Haisla Vol Fire Dept,,"521 Gitksan Ave, Kitamaat Village, BC","521 Gitksan Ave, Kitamaat Village, BC",521 Gitksan Ave,,Kitamaat Village,,,,,,53.9740905,-128.6455476,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,13.81140027
124,1345,1,bc,2023-C32266,52.8769,-120.406,78,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-25 21:07,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1921,N,Mcbride Fire Dept,,"875 South West Frontage Rd, McBride, BC","875 South West Frontage Rd, McBride, BC",875 South West Frontage Rd,,McBride,,,,,,53.3035003,-120.1630835,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,50.18774026
126,2371,1,bc,2023-V33029,50.3991,-122.666,410,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-29 17:43,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1728,N,Birken Fire Hall,,"9223 Pemberton Portage Rd, Birken, BC","9223 Pemberton Portage Rd, Birken, BC",9223 Pemberton Portage Rd,,Birken,,,,,,50.4822161,-122.6081076,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,10.11917116
128,1693,1,bc,2023-G51755,54.6306,-125.13,122,BH,PDT,{00000000-0000-0000-0000-000000000000},2023-07-16 5:33,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1982,N,Fort St James Vol Fire Dept,,"374 Manson St, Fort St James, BC","374 Manson St, Fort St James, BC",374 Manson St,,Fort St James,,,,,,54.445157,-124.2563978,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,60.19439002
129,1949,1,bc,2023-G11943,53.6573,-121.07,13.6,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-20 22:56,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1911,N,Wells Vol Fire Dept,,"2314 Baker St, Wells, BC","2314 Baker St, Wells, BC",2314 Baker St,,Wells,,,,,,53.1050833,-121.5730833,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,69.98401995
130,1931,1,bc,2023-V82994,49.8153,-125.761,0.5,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-28 18:47,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1568,N,Gold River Vol Fire Dept,,"499 Muchalat Dr, Gold River, BC","499 Muchalat Dr, Gold River, BC",499 Muchalat Dr,,Gold River,,,,,,49.7806033,-126.0475636,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,20.99020611
134,1863,1,bc,2023-G92940,59.2838,-121.89,71002.7,OC,PDT,{00000000-0000-0000-0000-000000000000},40:00.0,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2047,N,Fort Nelson Fire Dept,,"5404 48th Ave, Fort Nelson, BC","5404 48th Ave, Fort Nelson, BC",5404 48th Ave,,Fort Nelson,,,,,,58.8025448,-122.7093647,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,71.31703434
135,1931,1,bc,2023-V82993,49.8359,-125.757,14,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-28 18:29,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1568,N,Gold River Vol Fire Dept,,"499 Muchalat Dr, Gold River, BC","499 Muchalat Dr, Gold River, BC",499 Muchalat Dr,,Gold River,,,,,,49.7806033,-126.0475636,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,21.80140291
139,1345,1,bc,2023-C30446,52.8373,-120.466,241.7,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-05-21 1:42,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1921,N,Mcbride Fire Dept,,"875 South West Frontage Rd, McBride, BC","875 South West Frontage Rd, McBride, BC",875 South West Frontage Rd,,McBride,,,,,,53.3035003,-120.1630835,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,55.71384885
140,1863,1,bc,2023-G92498,58.5786,-120.937,275055,OC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-05 23:54,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2047,N,Fort Nelson Fire Dept,,"5404 48th Ave, Fort Nelson, BC","5404 48th Ave, Fort Nelson, BC",5404 48th Ave,,Fort Nelson,,,,,,58.8025448,-122.7093647,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,105.761213
141,1863,1,bc,2023-G91013,59.6431,-123.224,3764.8,BH,PDT,{00000000-0000-0000-0000-000000000000},2023-06-30 21:33,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2047,N,Fort Nelson Fire Dept,,"5404 48th Ave, Fort Nelson, BC","5404 48th Ave, Fort Nelson, BC",5404 48th Ave,,Fort Nelson,,,,,,58.8025448,-122.7093647,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,98.13852197
142,1863,1,bc,2023-G91722,59.4356,-123.734,42,BH,PDT,{00000000-0000-0000-0000-000000000000},56:00.0,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2047,N,Fort Nelson Fire Dept,,"5404 48th Ave, Fort Nelson, BC","5404 48th Ave, Fort Nelson, BC",5404 48th Ave,,Fort Nelson,,,,,,58.8025448,-122.7093647,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,91.7430362
143,1863,1,bc,2023-G90709,59.8265,-123.552,37793.9,BH,PDT,{00000000-0000-0000-0000-000000000000},2023-06-10 19:55,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2047,N,Fort Nelson Fire Dept,,"5404 48th Ave, Fort Nelson, BC","5404 48th Ave, Fort Nelson, BC",5404 48th Ave,,Fort Nelson,,,,,,58.8025448,-122.7093647,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,123.7488642
144,3077,1,bc,2023-R51555,54.9494,-128.851,230,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-11 22:00,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2009,N,New Aiyansh Vol Fire Hall,,"117 Nass Rd, New Aiyansh, BC","117 Nass Rd, New Aiyansh, BC",117 Nass Rd,,New Aiyansh,,,,,,55.2132435,-129.0895838,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,33.09033486
145,2585,1,bc,2023-G80867,56.7086,-120.041,70,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-06-24 18:00,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2038,N,Fort St John Fire Dept,,"9312 93 Ave, Fort St John, BC","9312 93 Ave, Fort St John, BC",9312 93 Ave,,Fort St John,,,,,,56.2393868,-120.8351409,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,71.58793897
146,2841,1,bc,2023-VA2884,52.2916,-126.064,900,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-21 17:45,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1890,N,Noosatsum Fire Dept,,"2644 Gibbs Rd, Hagensborg, BC","2644 Gibbs Rd, Hagensborg, BC",2644 Gibbs Rd,,Hagensborg,,,,,,52.3988459,-126.484069,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,31.01607792
148,2379,1,bc,2023-R21217,54.8934,-125.899,7984,OC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-08 1:23,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1997,N,Granisle Fire Dept,,"37 Babine Dr, Granisle, BC","37 Babine Dr, Granisle, BC",37 Babine Dr,,Granisle,,,,,,54.885739,-126.2043768,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,19.61560596
149,2841,1,bc,2023-VA2752,52.8213,-126.198,330,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-14 23:45,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1890,N,Noosatsum Fire Dept,,"2644 Gibbs Rd, Hagensborg, BC","2644 Gibbs Rd, Hagensborg, BC",2644 Gibbs Rd,,Hagensborg,,,,,,52.3988459,-126.484069,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,50.8474685
151,1267,1,bc,2023-R21673,53.8076,-126.691,4360,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-13 21:42,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1950,N,Southside Fire Dept,,"1122 Whitney Way, Southbank, BC","1122 Whitney Way, Southbank, BC",1122 Whitney Way,,Southbank,,,,,,54.0227273,-125.7698911,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,65.0879501
152,2379,1,bc,2023-R23388,54.8859,-126.216,0.01,UC,PDT,{00000000-0000-0000-0000-000000000000},25:00.0,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1997,N,Granisle Fire Dept,,"37 Babine Dr, Granisle, BC","37 Babine Dr, Granisle, BC",37 Babine Dr,,Granisle,,,,,,54.885739,-126.2043768,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,0.74498661
153,2961,1,bc,2023-R51929,54.8294,-128.936,2,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-20 20:04,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1989,N,Terrace Fire Dept,,"3215 Eby St, Terrace, BC","3215 Eby St, Terrace, BC",3215 Eby St,,Terrace,,,,,,54.5174204,-128.5995711,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,40.95184035
154,2841,1,bc,2023-VA1735,52.5121,-125.906,3360,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-15 23:43,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1890,N,Noosatsum Fire Dept,,"2644 Gibbs Rd, Hagensborg, BC","2644 Gibbs Rd, Hagensborg, BC",2644 Gibbs Rd,,Hagensborg,,,,,,52.3988459,-126.484069,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,41.26859758
155,1941,1,bc,2023-VA2015,52.903,-126.788,17.5,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-21 21:31,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1887,N,Bella Coola Vol Fire Dept,,"613 Cliff St, Bella Coola, BC","613 Cliff St, Bella Coola, BC",613 Cliff St,,Bella Coola,,,,,,52.3717676,-126.757344,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,59.15103193
156,2841,1,bc,2023-VA2756,52.3607,-126.136,0.01,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-15 1:29,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1890,N,Noosatsum Fire Dept,,"2644 Gibbs Rd, Hagensborg, BC","2644 Gibbs Rd, Hagensborg, BC",2644 Gibbs Rd,,Hagensborg,,,,,,52.3988459,-126.484069,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,24.08016503
157,2651,1,bc,2023-V52831,51.0364,-125.15,181,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-18 20:36,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1707,N,Sayward Vol Fire Dept Hall 1,,"620 Kelsey Way, Sayward, BC","620 Kelsey Way, Sayward, BC",620 Kelsey Way,,Sayward,,,,,,50.3786464,-125.9593773,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,92.8570889
158,2651,1,bc,2023-V51695,51.1376,-124.994,122,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-14 22:33,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1707,N,Sayward Vol Fire Dept Hall 1,,"620 Kelsey Way, Sayward, BC","620 Kelsey Way, Sayward, BC",620 Kelsey Way,,Sayward,,,,,,50.3786464,-125.9593773,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,108.4805384
159,1945,1,bc,2023-R31512,55.0104,-127.448,556.13,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-11 0:33,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1998,N,Moricetown Fire Dept,,"202 Beaver Rd, Witset, BC","202 Beaver Rd, Witset, BC",202 Beaver Rd,,Witset,,,,,,55.0205217,-127.3317792,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,7.51843523
160,2237,1,bc,2023-V53097,49.9411,-123.801,162,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-09-01 1:17,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1562,N,Egmont Fire Hall,,"5592 Egmont Rd, Egmont, BC","5592 Egmont Rd, Egmont, BC",5592 Egmont Rd,,Egmont,,,,,,49.7490922,-123.9941474,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,25.47725041
161,2469,1,bc,2023-G12002,54.609,-121.795,351.7,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-21 17:45,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1985,N,Bear Lake Fire Hall,,"353 Grizzly Ave, Bear Lake, BC","353 Grizzly Ave, Bear Lake, BC",353 Grizzly Ave,,Bear Lake,,,,,,54.4951257,-122.6814473,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,58.74212349
162,1941,1,bc,2023-VA1664,53.1551,-127.074,55,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-13 18:13,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1887,N,Bella Coola Vol Fire Dept,,"613 Cliff St, Bella Coola, BC","613 Cliff St, Bella Coola, BC",613 Cliff St,,Bella Coola,,,,,,52.3717676,-126.757344,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,89.75207256
163,3077,1,bc,2023-R51336,55.1462,-128.722,200,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-09 1:42,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2009,N,New Aiyansh Vol Fire Hall,,"117 Nass Rd, New Aiyansh, BC","117 Nass Rd, New Aiyansh, BC",117 Nass Rd,,New Aiyansh,,,,,,55.2132435,-129.0895838,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,24.57984753
164,2729,1,bc,2023-G41502,53.5682,-125.245,34853.6,BH,PDT,{00000000-0000-0000-0000-000000000000},2023-07-10 22:21,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1959,N,Fraser Lake Fire Dept,,"55 Endako Ave, Fraser Lake, BC","55 Endako Ave, Fraser Lake, BC",55 Endako Ave,,Fraser Lake,,,,,,54.0566749,-124.8545588,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,60.14396882
165,3009,1,bc,2023-G41511,53.7755,-124.426,4767.8,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-10 23:56,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1938,N,Saik'uz Fire Dept,,"530 Kenney Dam Rd, Stony Creek Saik'uz IR, BC","530 Kenney Dam Rd, Stony Creek Saik'uz IR, BC",530 Kenney Dam Rd,,Stony Creek Saik'uz IR,,,,,,53.9429514,-124.1090557,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,27.96828972
167,3001,1,bc,2023-R21250,54.4101,-126.415,2061,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-08 4:46,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1983,N,Topley Vol Fire Dept,,"21628 Topley Post Office Rd, Topley, BC","21628 Topley Post Office Rd, Topley, BC",21628 Topley Post Office Rd,,Topley,,,,,,54.5075839,-126.301304,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,13.11923392
168,1267,1,bc,2023-R11238,54.0775,-126.178,359,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-08 3:26,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1950,N,Southside Fire Dept,,"1122 Whitney Way, Southbank, BC","1122 Whitney Way, Southbank, BC",1122 Whitney Way,,Southbank,,,,,,54.0227273,-125.7698911,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,27.4150451
169,1863,1,bc,2023-G90713,59.9508,-123.874,112.25,BH,PDT,{00000000-0000-0000-0000-000000000000},2023-06-10 23:51,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2047,N,Fort Nelson Fire Dept,,"5404 48th Ave, Fort Nelson, BC","5404 48th Ave, Fort Nelson, BC",5404 48th Ave,,Fort Nelson,,,,,,58.8025448,-122.7093647,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,144.0284098
170,2841,1,bc,2023-VA2625,52.2844,-126.421,2.16,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-08 3:48,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1890,N,Noosatsum Fire Dept,,"2644 Gibbs Rd, Hagensborg, BC","2644 Gibbs Rd, Hagensborg, BC",2644 Gibbs Rd,,Hagensborg,,,,,,52.3988459,-126.484069,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,13.44161758
171,1153,1,bc,2023-G80875,57.2791,-120.912,19136.5,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-06-24 22:34,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2041,N,Charlie Lake Vol Fire Dept,,"13065 Firehall Rd, Charlie Lake, BC","13065 Firehall Rd, Charlie Lake, BC",13065 Firehall Rd,,Charlie Lake,,,,,,56.2800847,-120.9620537,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,111.2876685
172,1153,1,bc,2023-G81530,57.429,-120.2,6108.9,UC,PDT,{00000000-0000-0000-0000-000000000000},41:00.0,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2041,N,Charlie Lake Vol Fire Dept,,"13065 Firehall Rd, Charlie Lake, BC","13065 Firehall Rd, Charlie Lake, BC",13065 Firehall Rd,,Charlie Lake,,,,,,56.2800847,-120.9620537,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,136.1231071
173,1863,1,bc,2023-G83130,58.2204,-121.744,673,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-09-02 22:20,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2047,N,Fort Nelson Fire Dept,,"5404 48th Ave, Fort Nelson, BC","5404 48th Ave, Fort Nelson, BC",5404 48th Ave,,Fort Nelson,,,,,,58.8025448,-122.7093647,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,85.85272027
174,1345,1,bc,2023-G33441,53.7464,-120.397,0.2,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-10-24 19:46,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1921,N,Mcbride Fire Dept,,"875 South West Frontage Rd, McBride, BC","875 South West Frontage Rd, McBride, BC",875 South West Frontage Rd,,McBride,,,,,,53.3035003,-120.1630835,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,51.67550804
176,1863,1,bc,2023-G93291,59.5718,-121.863,0.01,OC,PDT,{00000000-0000-0000-0000-000000000000},2023-09-16 22:47,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2047,N,Fort Nelson Fire Dept,,"5404 48th Ave, Fort Nelson, BC","5404 48th Ave, Fort Nelson, BC",5404 48th Ave,,Fort Nelson,,,,,,58.8025448,-122.7093647,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,98.40604933
187,1931,1,bc,2023-V82535,49.732,-125.687,0.01,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-06 21:58,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1568,N,Gold River Vol Fire Dept,,"499 Muchalat Dr, Gold River, BC","499 Muchalat Dr, Gold River, BC",499 Muchalat Dr,,Gold River,,,,,,49.7806033,-126.0475636,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,26.53896959
188,1931,1,bc,2023-V82531,49.7344,-125.681,0.01,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-06 21:52,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1568,N,Gold River Vol Fire Dept,,"499 Muchalat Dr, Gold River, BC","499 Muchalat Dr, Gold River, BC",499 Muchalat Dr,,Gold River,,,,,,49.7806033,-126.0475636,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,26.90949615
192,1693,1,bc,2023-G51344,54.7485,-123.871,5219.6,BH,PDT,{00000000-0000-0000-0000-000000000000},2023-07-09 2:16,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1982,N,Fort St James Vol Fire Dept,,"374 Manson St, Fort St James, BC","374 Manson St, Fort St James, BC",374 Manson St,,Fort St James,,,,,,54.445157,-124.2563978,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,41.96082835
193,2379,1,bc,2023-R21622,55.0673,-125.878,20,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-07-13 1:58,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1997,N,Granisle Fire Dept,,"37 Babine Dr, Granisle, BC","37 Babine Dr, Granisle, BC",37 Babine Dr,,Granisle,,,,,,54.885739,-126.2043768,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,29.07378967
194,1795,1,bc,2023-V12722,49.1088,-121.266,1517.7,UC,PDT,{00000000-0000-0000-0000-000000000000},2023-08-13 19:43,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,1457,N,Sunshine Valley Vol Fire Dept,,"71731 Meadow Rd, Sunshine Valley, BC","71731 Meadow Rd, Sunshine Valley, BC",71731 Meadow Rd,,Sunshine Valley,,,,,,49.272532,-121.2356316,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,18.34376504
195,1863,1,bc,2023-G90288,59.9636,-120.987,290073,OC,PDT,{00000000-0000-0000-0000-000000000000},2023-05-13 20:30,"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",provincialProtectiveServices,Provincial protective services,BC First Responders,2047,N,Fort Nelson Fire Dept,,"5404 48th Ave, Fort Nelson, BC","5404 48th Ave, Fort Nelson, BC",5404 48th Ave,,Fort Nelson,,,,,,58.8025448,-122.7093647,fire; fire hall; fire station,2023-10-10 23:00,,HALL,FIRE,,162.2001538
